#Name    TICID
Kepler-805b 275573748
Kepler-806b 272172942
Kepler-807b 299156353
Kepler-808b 26417717
Kepler-809b 299156496
Kepler-810b 351188824
Kepler-811b 351908051
Kepler-812b 299033074
Kepler-813b 377782430
Kepler-814b 48450382
Kepler-815b 48505882
Kepler-816b 138105127
Kepler-817b 184299435
Kepler-818b 184417625
Kepler-819b 139106013
Kepler-820b 122685803
Kepler-821b 120573482
Kepler-822b 137552781
Kepler-823b 120315151
Kepler-824b 122447994
Kepler-826b 120355363
Kepler-827b 271346509
Kepler-828b 158386765
Kepler-829b 123451768
Kepler-830b 271433874
Kepler-831b 271346561
Kepler-832b 272073383
Kepler-833b 159397031
Kepler-834b 158392088
Kepler-835b 164527012
Kepler-836b 158486560
Kepler-837b 164891482
Kepler-838b 351909828
Kepler-839b 159580625
Kepler-840b 27847307
Kepler-841b 267569980
Kepler-842b 424815179
Kepler-843b 27774043
Kepler-844b 298836607
Kepler-845b 417676802
Kepler-846b 399911496
Kepler-847b 48352404
Kepler-848b 26817863
Kepler-849b 417659078
Kepler-850b 26751527
Kepler-851b 27235573
Kepler-852b 28089606
Kepler-853b 48419201
Kepler-854b 275570329
Kepler-855b 271431851
Kepler-856b 159054620
Kepler-857b 271158887
Kepler-858b 299089652
Kepler-859b 158317824
Kepler-860b 271774166
Kepler-861b 63206411
Kepler-862b 273379660
Kepler-863b 273500946
Kepler-864b 164836049
Kepler-865b 273499989
Kepler-866b 159307214
Kepler-867b 399915645
Kepler-868b 123447451
Kepler-869b 299218299
Kepler-870b 27455225
Kepler-871b 271158815
Kepler-872b 271669275
Kepler-873b 27843860
Kepler-874b 271347296
Kepler-875b 273141643
Kepler-876b 164529393
Kepler-877b 159175206
Kepler-878b 164892142
Kepler-879b 27639443
Kepler-880b 351803495
Kepler-881b 158936201
Kepler-882b 271158747
Kepler-883b 243271051
Kepler-884b 26657091
Kepler-885b 299030528
Kepler-886b 158215023
Kepler-888b 27531978
Kepler-889b 26474039
Kepler-890b 158726129
Kepler-891b 122713286
Kepler-892b 164459949
Kepler-893b 164830125
Kepler-894b 158838278
Kepler-895b 299217801
Kepler-896b 123490277
Kepler-897b 290005350
Kepler-898b 158272820
Kepler-899b 169557750
Kepler-900b 272278496
Kepler-901b 122712179
Kepler-902b 159172027
Kepler-904b 121789066
Kepler-905b 159225367
Kepler-906b 137154728
Kepler-907b 120576846
Kepler-909b 159096688
Kepler-91b 352011875
Kepler-910b 272178989
Kepler-911b 171029578
Kepler-912b 170251516
Kepler-913b 169465273
Kepler-914b 159386728
Kepler-915b 159396818
Kepler-916b 159581842
Kepler-917b 268383727
Kepler-918b 28450124
Kepler-919b 28361491
Kepler-921b 48448706
Kepler-922b 48448415
Kepler-923b 138574253
Kepler-924b 122596334
Kepler-925b 122294985
Kepler-926b 394174412
Kepler-927b 122066280
Kepler-928b 122136712
Kepler-929b 170733187
Kepler-930b 274031725
Kepler-931b 272945038
Kepler-932b 272715773
Kepler-933b 159099716
Kepler-934b 159379942
Kepler-935b 271424795
Kepler-936b 270619059
Kepler-938b 271253308
Kepler-939b 270790652
Kepler-940b 270959279
Kepler-941b 270959184
Kepler-942b 271349932
Kepler-943b 120106432
Kepler-944b 270610053
Kepler-945b 159715997
Kepler-946b 185057567
Kepler-947b 271050878
Kepler-948b 138099276
Kepler-949b 268060310
Kepler-95b 164726946
Kepler-950b 121461701
Kepler-952b 120495241
Kepler-954b 27645404
Kepler-955b 121603761
Kepler-956b 424867045
Kepler-957b 267748934
Kepler-958b 158416263
Kepler-959b 137411481
Kepler-96b 169081296
Kepler-960b 123357476
Kepler-961b 351803452
Kepler-962b 271546798
Kepler-963b 272605867
Kepler-964b 139155506
Kepler-965b 274118253
Kepler-966b 28159758
Kepler-971b 120105003
Kepler-972b 271967039
Kepler-973b 267747398
Kepler-974b 120418600
Kepler-975b 122450762
Kepler-976b 159174942
Kepler-977b 159768168
Kepler-978b 158317637
Kepler-979b 239285770
Kepler-98b 120629799
Kepler-980b 271162671
Kepler-981b 158984916
Kepler-982b 158730203
Kepler-983b 164882868
Kepler-984b 272837755
Kepler-985b 159305424
Kepler-986b 275494853
Kepler-987b 159050004
Kepler-988b 159446957
Kepler-989b 123357893
Kepler-991b 28084836
Kepler-992b 164723619
Kepler-993b 63365721
Kepler-994b 158983792
Kepler-995b 120315006
Kepler-996b 351072172
Kepler-997b 299159378
Kepler-998b 27914290
Kepler-999b 269032792
L168-9b 234994474
LHS1815b 260004324
LHS3844b 410153553
LP714-47b 70899085
LTT9779b 183985250
NGTS-1b 192826603
NGTS-11b 54002556
NGTS-12b 157230659
NGTS-13b 454069765
NGTS-2b 125739286
NGTS-4b 143143769
NGTS-6b 1528696
NGTS-9b 176685457
OGLE-TR-111b 465390152
OGLE-TR-113b 915110182
OGLE-TR-132b 465144510
OGLE-TR-182b 466884459
OGLE-TR-211b 390001646
OGLE2-TR-L9b 466840711
PH2b 416279912
POTS-1b 341694238
Qatar-1b 236887394
Qatar-10b 229791084
Qatar-3b 291751373
Qatar-4b 440113053
Qatar-5b 190998418
Qatar-7b 291685334
Qatar-8b 103751498
Qatar-9b 149918151
TOI-122b 231702397
TOI-1235b 103633434
TOI-132b 89020549
TOI-157b 140691463
TOI-163b 179317684
TOI-169b 183120439
TOI-172b 29857954
TOI-1728b 285048486
TOI-1899b 172370679
TOI-237b 305048087
TOI-251b 224225541
TOI-481b 339672028
TOI-540b 200322593
TOI-564b 1003831
TOI-677b 280206394
TOI-813b 55525572
TOI-824b 193641523
TOI-837b 460205581
TOI-849b 33595516
TOI-892b 66561343
TOI-905b 261867566
TOI-954b 44792534
TrES-3b 116264089
TrES-5b 233948455
WASP-101b 47911178
WASP-105b 158623531
WASP-106b 53189332
WASP-113b 310003988
WASP-117b 166739520
WASP-119b 388104525
WASP-120b 152476657
WASP-121b 22529346
WASP-124b 97409519
WASP-13b 8767448
WASP-130b 243200602
WASP-131b 271168962
WASP-132b 127530399
WASP-135b 308172249
WASP-136b 176220787
WASP-138b 35857242
WASP-141b 117979897
WASP-142b 423275733
WASP-144b 207077681
WASP-15b 111991770
WASP-150b 321668398
WASP-153b 157586003
WASP-156b 270380593
WASP-158b 37718056
WASP-159b 77156657
WASP-16b 46096489
WASP-161b 50712784
WASP-162b 308098254
WASP-166b 408310006
WASP-167b 104024556
WASP-169b 386259537
WASP-17b 66818296
WASP-170b 118956453
WASP-171b 162922904
WASP-172b 453789494
WASP-174b 102192004
WASP-175b 448589187
WASP-178b 160708862
WASP-182b 369455629
WASP-183b 14344979
WASP-184b 112099249
WASP-186b 411608801
WASP-187b 15692883
WASP-19b 35516889
WASP-190b 116156517
WASP-192b 160578764
WASP-22b 257567854
WASP-25b 229047362
WASP-29b 183537452
WASP-31b 437248515
WASP-34b 437242640
WASP-35b 43647325
WASP-4b 402026209
WASP-42b 248075138
WASP-43b 36734222
WASP-44b 12862099
WASP-46b 231663901
WASP-48b 284475976
WASP-5b 184240683
WASP-50b 382391899
WASP-6b 204376737
WASP-61b 13021029
WASP-62b 149603524
WASP-63b 393414358
WASP-66b 53735810
WASP-7b 389352124
WASP-71b 422655579
WASP-72b 122612091
WASP-73b 231670397
WASP-78b 139528693
WASP-79b 170634116
WASP-82b 452808876
WASP-83b 286865921
WASP-88b 100566492
WASP-91b 238176110
WASP-92b 162689341
WASP-93b 240681314
WASP-95b 144065872
WASP-96b 160148385
WASP-97b 230982885
WASP-99b 166836920
WTS-1b 138488806
WTS-2b 138359318
XO-1b 236312126
XO-3b 8400842
XO-4b 51234631
XO-5b 9155187
XO-6b 138168780
XO-7b 268403451
